transaction_id,customer_id,merchant_id,amount,currency,payment_method,payment_method_age,failure_reason,attempt_number,previous_success_count,previous_failure_count,customer_tenure_days,timestamp,country,device_type,is_subscription,subscription_amount,previous_recovery_attempts,final_status
TXN_000075,CUST_0950,MERCH_08,46.9,EUR,net_banking,614,authentication_failed,1,12,1,944,2026-07-29T21:28:42.507652,GB,api_integration,False,0.0,0,recovered
TXN_000076,CUST_0647,MERCH_01,199.22,GBP,net_banking,502,network_error,1,18,5,502,2026-08-14T11:02:12.259746,GB,mobile_app,False,0.0,0,failed
TXN_000077,CUST_0589,MERCH_10,44.9,INR,net_banking,485,network_error,2,1,2,763,2026-08-13T05:33:12.133889,US,mobile_app,False,0.0,1,recovered
TXN_000078,CUST_1128,MERCH_10,310.69,INR,credit_card,539,limit_exceeded,1,14,0,539,2026-08-12T12:20:52.281916,CA,web_browser,False,0.0,0,recovered
TXN_000079,CUST_0793,MERCH_10,81.0,GBP,wallet,547,insufficient_funds,1,10,5,880,2026-08-03T06:05:12.444090,US,api_integration,False,0.0,0,failed
TXN_000080,CUST_0240,MERCH_04,177.99,EUR,credit_card,93,insufficient_funds,4,7,5,93,2026-08-11T12:05:14.190366,US,web_browser,False,0.0,3,failed
TXN_000081,CUST_0214,MERCH_05,75.46,GBP,wallet,580,insufficient_funds,2,16,3,580,2026-08-22T10:38:31.735691,AU,mobile_app,False,0.0,1,failed
TXN_000082,CUST_1119,MERCH_10,19.99,INR,credit_card,262,expired_card,1,8,3,262,2026-07-28T18:42:38.881419,CA,web_browser,True,19.99,0,recovered
TXN_000083,CUST_1303,MERCH_05,495.64,EUR,wallet,204,bank_declined,3,14,2,204,2026-08-13T08:56:50.303614,GB,api_integration,False,0.0,2,failed
TXN_000084,CUST_0704,MERCH_01,80.58,INR,wallet,509,insufficient_funds,2,1,4,764,2026-08-01T13:02:07.919616,GB,mobile_app,False,0.0,1,abandoned
TXN_000085,CUST_1403,MERCH_04,48.28,USD,wallet,100,bank_declined,1,4,5,100,2026-08-01T03:46:14.797215,GB,api_integration,False,0.0,0,failed
TXN_000086,CUST_0369,MERCH_02,64.34,EUR,debit_card,553,expired_card,3,6,1,806,2026-08-09T18:14:57.894319,GB,web_browser,False,0.0,2,failed
TXN_000087,CUST_0704,MERCH_06,49.99,EUR,credit_card,693,invalid_payment_method,2,4,1,881,2026-07-26T19:09:14.304102,CA,mobile_app,True,49.99,1,abandoned
TXN_000088,CUST_0641,MERCH_09,49.99,GBP,credit_card,391,expired_card,1,8,4,391,2026-08-04T13:40:35.861622,DE,api_integration,True,49.99,0,failed
TXN_000089,CUST_0771,MERCH_10,199.0,EUR,net_banking,310,insufficient_funds,1,14,5,310,2026-07-27T10:16:40.032917,US,mobile_app,True,199.0,0,failed
TXN_000090,CUST_0580,MERCH_09,49.99,GBP,wallet,602,expired_card,2,17,3,602,2026-08-05T04:00:47.485575,CA,web_browser,True,49.99,1,recovered
TXN_000091,CUST_0167,MERCH_06,49.99,USD,net_banking,102,expired_card,1,7,2,102,2026-08-05T11:16:50.318764,GB,mobile_app,True,49.99,0,abandoned
TXN_000092,CUST_0350,MERCH_08,199.0,INR,credit_card,22,insufficient_funds,1,20,4,995,2026-07-26T03:38:21.464504,DE,mobile_app,True,199.0,0,failed
TXN_000093,CUST_1300,MERCH_04,29.99,INR,credit_card,284,network_error,4,19,0,284,2026-08-08T14:35:25.285370,AU,mobile_app,True,29.99,3,failed
TXN_000094,CUST_0369,MERCH_01,239.09,USD,net_banking,179,insufficient_funds,1,10,0,179,2026-08-09T00:45:44.977843,CA,web_browser,False,0.0,0,recovered
TXN_000095,CUST_1151,MERCH_10,49.99,USD,credit_card,745,authentication_failed,3,19,0,745,2026-08-15T18:20:52.046073,CA,web_browser,True,49.99,2,recovered
TXN_000096,CUST_0973,MERCH_02,191.93,EUR,net_banking,152,expired_card,1,2,2,623,2026-08-05T19:44:22.310228,DE,api_integration,False,0.0,0,failed
TXN_000097,CUST_0703,MERCH_08,144.49,GBP,debit_card,667,insufficient_funds,2,3,5,667,2026-08-18T08:41:46.892378,CA,web_browser,False,0.0,1,recovered
TXN_000098,CUST_1028,MERCH_07,201.18,USD,credit_card,262,insufficient_funds,4,10,5,262,2026-08-22T19:09:43.905296,CA,mobile_app,False,0.0,3,abandoned
TXN_000099,CUST_0863,MERCH_03,14.28,GBP,ach,126,invalid_payment_method,1,17,2,687,2026-07-27T13:58:19.458683,US,web_browser,False,0.0,0,recovered
TXN_000100,CUST_1329,MERCH_05,21.41,USD,upi,230,authentication_failed,2,4,5,494,2026-08-08T03:02:09.413504,DE,mobile_app,False,0.0,1,failed
TXN_000101,CUST_0978,MERCH_09,147.62,EUR,upi,674,authentication_failed,2,0,4,952,2026-08-19T09:36:35.763258,GB,mobile_app,False,0.0,1,failed
TXN_000102,CUST_0471,MERCH_03,165.65,INR,upi,94,insufficient_funds,1,20,0,94,2026-08-11T04:54:42.695055,GB,api_integration,False,0.0,0,failed
TXN_000103,CUST_0764,MERCH_10,18.32,GBP,net_banking,51,insufficient_funds,1,5,4,51,2026-08-12T02:14:35.625404,GB,mobile_app,False,0.0,0,failed
TXN_000104,CUST_1149,MERCH_02,89.3,USD,credit_card,540,insufficient_funds,1,18,3,540,2026-07-26T06:47:20.526064,IN,web_browser,False,0.0,0,failed
TXN_000105,CUST_0532,MERCH_03,56.26,EUR,credit_card,180,insufficient_funds,1,15,5,441,2026-08-17T21:50:05.135782,CA,api_integration,False,0.0,0,failed
TXN_000106,CUST_0186,MERCH_07,49.99,GBP,credit_card,440,invalid_payment_method,1,10,4,440,2026-08-16T03:04:10.084591,GB,mobile_app,True,49.99,0,recovered
TXN_000107,CUST_1365,MERCH_08,383.43,EUR,debit_card,447,insufficient_funds,1,3,1,447,2026-07-29T16:48:03.374006,GB,mobile_app,False,0.0,0,failed
TXN_000108,CUST_0256,MERCH_09,23.16,INR,upi,745,authentication_failed,2,11,2,745,2026-08-17T17:24:05.472311,IN,mobile_app,False,0.0,1,recovered
TXN_000109,CUST_1333,MERCH_03,16.75,EUR,ach,476,invalid_payment_method,1,20,3,476,2026-08-04T09:08:36.504255,GB,mobile_app,False,0.0,0,failed
TXN_000110,CUST_1000,MERCH_02,92.57,USD,upi,58,insufficient_funds,1,8,4,58,2026-08-11T06:09:31.226274,GB,mobile_app,False,0.0,0,failed
TXN_000111,CUST_1420,MERCH_02,140.24,INR,upi,811,expired_card,2,18,4,978,2026-07-28T13:03:59.042540,DE,web_browser,False,0.0,1,failed
TXN_000112,CUST_1126,MERCH_03,49.99,GBP,wallet,87,insufficient_funds,1,10,5,87,2026-08-03T14:04:28.558203,DE,api_integration,True,49.99,0,failed
TXN_000113,CUST_0425,MERCH_06,380.04,USD,wallet,54,expired_card,2,10,5,613,2026-08-22T20:02:29.473970,AU,web_browser,False,0.0,1,recovered
TXN_000114,CUST_0681,MERCH_05,291.14,GBP,debit_card,84,invalid_payment_method,1,19,1,342,2026-08-14T07:39:19.726186,DE,api_integration,False,0.0,0,failed
TXN_000115,CUST_0273,MERCH_05,75.9,USD,ach,720,network_error,3,4,5,720,2026-07-28T10:37:12.574962,AU,web_browser,False,0.0,2,abandoned
TXN_000116,CUST_1141,MERCH_06,29.99,USD,upi,785,insufficient_funds,1,6,2,971,2026-08-20T16:27:29.400087,US,api_integration,True,29.99,0,failed
TXN_000117,CUST_1205,MERCH_09,199.0,INR,ach,386,insufficient_funds,1,19,1,612,2026-08-04T00:42:42.795313,CA,mobile_app,True,199.0,0,failed
TXN_000118,CUST_0941,MERCH_06,195.72,GBP,debit_card,767,invalid_payment_method,2,19,2,771,2026-08-17T15:18:50.627794,GB,api_integration,False,0.0,1,failed
TXN_000119,CUST_1268,MERCH_08,225.09,EUR,credit_card,429,network_error,1,16,4,429,2026-08-06T16:11:39.294717,AU,web_browser,False,0.0,0,failed
TXN_000120,CUST_0860,MERCH_09,199.0,GBP,credit_card,86,network_error,1,3,2,86,2026-08-09T09:55:43.782270,IN,web_browser,True,199.0,0,failed
TXN_000121,CUST_0815,MERCH_01,13.21,EUR,debit_card,84,authentication_failed,1,7,3,84,2026-08-21T20:09:41.483493,IN,mobile_app,False,0.0,0,failed
TXN_000122,CUST_0687,MERCH_08,271.78,INR,wallet,6,bank_declined,3,15,3,631,2026-08-18T08:14:29.810041,AU,api_integration,False,0.0,2,failed
TXN_000123,CUST_1180,MERCH_07,499.0,USD,net_banking,49,insufficient_funds,1,9,0,49,2026-08-11T02:24:55.338575,DE,api_integration,True,499.0,0,recovered
TXN_000124,CUST_0133,MERCH_09,46.55,USD,wallet,362,insufficient_funds,1,13,0,630,2026-08-04T21:12:38.031548,GB,mobile_app,False,0.0,0,failed
TXN_000125,CUST_1177,MERCH_09,236.56,USD,upi,482,authentication_failed,1,0,3,895,2026-08-13T14:45:03.873489,US,web_browser,False,0.0,0,failed
TXN_000126,CUST_0593,MERCH_02,204.31,GBP,ach,347,insufficient_funds,2,1,2,560,2026-08-01T10:35:12.161033,CA,api_integration,False,0.0,1,failed
TXN_000127,CUST_0473,MERCH_03,199.0,EUR,wallet,207,network_error,1,14,0,301,2026-08-23T13:19:24.156651,CA,api_integration,True,199.0,0,failed
TXN_000128,CUST_1069,MERCH_05,499.0,EUR,net_banking,800,authentication_failed,1,9,2,883,2026-08-16T14:48:10.186926,CA,api_integration,True,499.0,0,recovered
TXN_000129,CUST_1000,MERCH_07,550.86,USD,net_banking,817,expired_card,1,15,2,947,2026-08-03T00:03:56.228576,DE,mobile_app,False,0.0,0,recovered
TXN_000130,CUST_1217,MERCH_05,21.24,GBP,credit_card,457,insufficient_funds,2,9,2,457,2026-08-11T11:55:18.555198,AU,web_browser,False,0.0,1,failed
TXN_000131,CUST_1359,MERCH_07,158.03,INR,credit_card,653,network_error,1,1,0,688,2026-08-02T07:38:23.660063,IN,api_integration,False,0.0,0,failed
TXN_000132,CUST_1488,MERCH_08,19.99,GBP,upi,371,insufficient_funds,3,20,2,371,2026-08-20T05:01:52.790220,GB,web_browser,True,19.99,2,failed
TXN_000133,CUST_0257,MERCH_10,99.0,GBP,wallet,256,expired_card,4,10,5,286,2026-08-02T17:52:44.879174,CA,api_integration,True,99.0,3,failed
TXN_000134,CUST_0341,MERCH_05,187.63,USD,net_banking,711,insufficient_funds,4,19,2,711,2026-08-21T03:12:17.223892,IN,api_integration,False,0.0,3,failed
TXN_000135,CUST_1011,MERCH_02,519.26,INR,upi,67,unknown,1,11,5,67,2026-07-30T06:35:45.326781,DE,mobile_app,False,0.0,0,recovered
TXN_000136,CUST_0348,MERCH_04,19.99,USD,credit_card,568,network_error,1,0,2,568,2026-08-08T06:21:39.012154,GB,web_browser,True,19.99,0,recovered
TXN_000137,CUST_1080,MERCH_09,224.91,EUR,debit_card,325,network_error,1,2,1,996,2026-08-04T09:52:51.607468,DE,api_integration,False,0.0,0,failed
TXN_000138,CUST_1303,MERCH_03,49.99,INR,upi,157,authentication_failed,1,1,0,531,2026-07-27T18:34:25.305048,DE,web_browser,True,49.99,0,failed
TXN_000139,CUST_0261,MERCH_05,199.0,INR,debit_card,311,invalid_payment_method,1,8,1,641,2026-08-05T14:02:40.615910,AU,api_integration,True,199.0,0,failed
TXN_000140,CUST_1339,MERCH_06,11.31,GBP,wallet,657,network_error,2,2,0,972,2026-08-18T11:43:49.842824,AU,mobile_app,False,0.0,1,failed
TXN_000141,CUST_1119,MERCH_09,159.04,GBP,net_banking,305,insufficient_funds,1,7,5,416,2026-08-20T01:41:21.662293,CA,mobile_app,False,0.0,0,recovered
TXN_000142,CUST_0796,MERCH_10,29.99,USD,upi,354,network_error,4,10,5,882,2026-08-01T23:53:19.444884,IN,web_browser,True,29.99,3,failed
TXN_000143,CUST_0350,MERCH_05,47.74,EUR,wallet,631,insufficient_funds,1,9,3,885,2026-07-28T17:55:04.440116,AU,web_browser,False,0.0,0,abandoned
TXN_000144,CUST_0488,MERCH_03,832.08,INR,wallet,24,expired_card,3,9,3,24,2026-07-26T19:34:25.532790,GB,mobile_app,False,0.0,2,failed
TXN_000145,CUST_0203,MERCH_05,141.52,EUR,net_banking,9,network_error,2,15,2,550,2026-07-29T08:12:41.701517,GB,mobile_app,False,0.0,1,failed
TXN_000146,CUST_0920,MERCH_01,128.77,USD,debit_card,396,expired_card,1,9,0,396,2026-07-31T01:20:59.447921,US,web_browser,False,0.0,0,failed
TXN_000147,CUST_0864,MERCH_06,424.41,EUR,net_banking,412,bank_declined,1,6,4,522,2026-08-20T16:50:20.324802,DE,web_browser,False,0.0,0,failed
TXN_000148,CUST_0405,MERCH_10,27.59,GBP,ach,403,invalid_payment_method,2,10,1,403,2026-08-14T17:20:10.378461,DE,web_browser,False,0.0,1,failed
TXN_000149,CUST_1072,MERCH_01,65.35,GBP,upi,316,insufficient_funds,3,13,4,316,2026-08-05T22:29:12.640047,AU,api_integration,False,0.0,2,recovered
TXN_000150,CUST_1282,MERCH_04,12.91,INR,credit_card,635,expired_card,2,16,5,739,2026-07-31T03:58:39.003456,DE,api_integration,False,0.0,1,failed
TXN_000151,CUST_0325,MERCH_04,49.99,USD,ach,209,insufficient_funds,1,4,3,708,2026-07-28T04:48:30.357403,IN,api_integration,True,49.99,0,recovered
TXN_000152,CUST_0524,MERCH_09,946.7,EUR,wallet,178,expired_card,1,12,2,980,2026-08-08T10:13:45.746071,CA,mobile_app,False,0.0,0,failed
TXN_000153,CUST_0604,MERCH_05,58.18,EUR,upi,213,invalid_payment_method,2,9,2,722,2026-08-10T10:04:51.528288,US,api_integration,False,0.0,1,failed
TXN_000154,CUST_1485,MERCH_09,344.16,GBP,ach,44,expired_card,1,11,1,298,2026-08-14T10:08:39.734324,GB,api_integration,False,0.0,0,recovered
TXN_000155,CUST_1081,MERCH_04,499.0,USD,ach,141,authentication_failed,1,17,5,279,2026-08-17T15:13:56.298606,DE,mobile_app,True,499.0,0,recovered
TXN_000156,CUST_1406,MERCH_04,9.99,INR,net_banking,698,expired_card,1,15,0,698,2026-07-26T11:29:36.754780,AU,web_browser,True,9.99,0,abandoned
TXN_000157,CUST_1077,MERCH_04,63.11,INR,net_banking,238,authentication_failed,1,2,5,588,2026-07-27T17:10:59.440658,IN,mobile_app,False,0.0,0,recovered
TXN_000158,CUST_0913,MERCH_08,199.0,EUR,net_banking,10,invalid_payment_method,1,9,0,10,2026-07-26T07:50:02.991137,AU,api_integration,True,199.0,0,failed
TXN_000159,CUST_1173,MERCH_08,499.0,INR,credit_card,116,authentication_failed,1,8,1,829,2026-08-05T08:47:27.056783,AU,web_browser,True,499.0,0,recovered
TXN_000160,CUST_0704,MERCH_10,217.38,INR,debit_card,438,insufficient_funds,1,20,3,847,2026-08-04T17:41:39.032064,CA,web_browser,False,0.0,0,failed
